clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Flagged,Flag_Reason,Is_Unclear_OCR
D Pembroke ( 14036 ) TA Pembroke # 194 ( Valero ),585-599-4577 I-90 ( NYTP ) Exit 48 A ( NY 77 ),TA 24 D LO 24 FOLD,Pembroke,14036,TA Pembroke # 194 ( Valero ),585-599-4577,I-90 ( NYTP ) Exit 48 A ( NY 77 ),2014,Corfu,NY,Valero,( NYTP ) Exit 48 A ( NY 77 ),I-90,empty,,False,,False
D Pembroke ( 14036 ) TA Pembroke # 194 ( Valero ),585-599-4577 I-90 ( NYTP ) Exit 48 A ( NY 77 ),TA 24 LO 224,Pembroke,14036,TA Pembroke # 194 ( Valero ),585-599-4577,I-90 ( NYTP ) Exit 48 A ( NY 77 ),2015,Corfu,NY,Valero,( NYTP ) Exit 48 A ( NY 77 ),I-90,empty,,False,,False
Pembroke ( 14036 ) TA Pembroke # 194 ( Valero ) ZA 24,3 585-599-4577 I-90 ( NYTP ) Exit 48 A ( NY 77 ),24 <U+2610> LO 24 HAS,Pembroke,14036,TA Pembroke # 194 ( Valero ) ZA 24,585-599-4577,I-90 ( NYTP ) Exit 48 A ( NY 77 ),2016,Corfu,NY,Valero,( NYTP ) Exit 48 A ( NY 77 ),I-90,empty,,False,,False
"East Pembroke , 14056 Pembroke Service Area ( Sunoco )",585-762-8410 I-90 ( NYTP ) MM 397 EB,24 HRS 000 00 O 000,East Pembroke,14056,Pembroke Service Area ( Sunoco ),585-762-8410,I-90 ( NYTP ) MM 397 EB,2006,East Pembroke,NY,Sunoco,( NYTP ) MM 397 EB,I-90,empty,,False,,False
"East Pembroke , 14056 Pembroke Service Area ( Sunoco )",585-762-8410 I-90 ( NYTP ) MM 397 EB,24 M NU,East Pembroke,14056,Pembroke Service Area ( Sunoco ),585-762-8410,I-90 ( NYTP ) MM 397 EB,2007,East Pembroke,NY,Sunoco,( NYTP ) MM 397 EB,I-90,empty,,False,,False
"East Pembroke , 14056 Pembroke Service Area ( Sunoco )",585-762-8410 I-90 ( NYTP ) MM 397 EB,24 S <U+2610>,East Pembroke,14056,Pembroke Service Area ( Sunoco ),585-762-8410,I-90 ( NYTP ) MM 397 EB,2008,East Pembroke,NY,Sunoco,( NYTP ) MM 397 EB,I-90,empty,,False,,False
East Pembroke ( 14056 ) Pembroke Service Area ( Sunoco ),3 585-762-8410 I-90 ( NYTP ) MM 397 EB,22 24 M <U+25A1>,East Pembroke,14056,Pembroke Service Area ( Sunoco ),585-762-8410,I-90 ( NYTP ) MM 397 EB,2014,East Pembroke,NY,Sunoco,( NYTP ) MM 397 EB,I-90,empty,,False,,False
D East Pembroke ( 14056 ) Pembroke Service Area ( Sunoco ),585-762-8410 I-90 ( NYTP ) MM 397 EB,24 RS M <U+2610>,East Pembroke,14056,Pembroke Service Area ( Sunoco ),585-762-8410,I-90 ( NYTP ) MM 397 EB,2015,East Pembroke,NY,Sunoco,( NYTP ) MM 397 EB,I-90,empty,,False,,False
East Pembroke ( 14056 ) Pembroke Service Area ( Sunoco ),3 585-762-8410 I-90 ( NYTP ) MM 397 EB,24 HPS MO 24 e <U+25A1>,East Pembroke,14056,Pembroke Service Area ( Sunoco ),585-762-8410,I-90 ( NYTP ) MM 397 EB,2016,East Pembroke,NY,Sunoco,( NYTP ) MM 397 EB,I-90,empty,,False,,False
"Erving , 14081 Seneca Hawk",716-934-4219 I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),24 24,Erving,14081,Seneca Hawk,716-934-4219,I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),2006,Irving,NY,,( 1 mi W on NY 5 / US 20 ),I-90 Exit 58 ,Exit,58,False,,False
"Irving , 14081 Seneca Hawk",716-934-4219 I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),) S,Irving,14081,Seneca Hawk,716-934-4219,I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),2007,Irving,NY,,( 1 mi W on NY 5 / US 20 ),I-90 Exit 58 ,Exit,58,False,,False
"Irving , 14081 Seneca Hawk",716-934-4219 I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),MRS Sm O,Irving,14081,Seneca Hawk,716-934-4219,I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),2008,Irving,NY,,( 1 mi W on NY 5 / US 20 ),I-90 Exit 58 ,Exit,58,False,,False
Irving ( 14081 ) Seneca Hawk,2 716-934-4219 I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),20 ) 24 S,Irving,14081,Seneca Hawk,716-934-4219,I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),2014,Irving,NY,,( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),I-90,empty,,False,,False
E Irving ( 14081 ) Seneca Hawk ) X 58 ( 1 mi E on NY 5 / US 20 ),716-934-4219 I-90 ( NYTP ),) 24 S L 1,Irving,14081,Seneca Hawk ) X 58 ( 1 mi E on NY 5 / US 20 ),716-934-4219,I-90 ( NYTP ),2015,Irving,NY,,( NYTP ),I-90,empty,,False,,False
E Irving ( 14081 ) Seneca Hawk ( Irving ),716-934-4219 I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),S <U+25A1>,Irving,14081,Seneca Hawk ( Irving ),716-934-4219,I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),2016,Irving,NY,Irving,( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),I-90,empty,,False,,False
"Erving , 14081 Native Pride Travel Center",716-934-5130 I-90 Exit 58,24 S S D,Erving,14081,Native Pride Travel Center,716-934-5130,I-90 Exit 58,2006,Irving,NY,,,I-90 Exit 58,Exit,58,False,,False
"Irving , 14081 Native Pride Travel Center",716-934-5130 I-90 ( NYTP ) Exit 58,HRS 24 L,Irving,14081,Native Pride Travel Center,716-934-5130,I-90 ( NYTP ) Exit 58,2007,Irving,NY,,( NYTP ) Exit 58,I-90,empty,,False,,False
"Irving , 14081 Native Pride Travel Center )",716-934-5130 I-90 ( NYTP ) Exit 58,FORS 24 L n,Irving,14081,Native Pride Travel Center ),716-934-5130,I-90 ( NYTP ) Exit 58,2008,Irving,NY,,( NYTP ) Exit 58,I-90,empty,,False,,False
Irving ( 14081 ) Native Pride Travel Center,716-934-5130 I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US,US 20 ) Lo <U+2610>,Irving,14081,Native Pride Travel Center,716-934-5130,I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US,2014,Irving,NY,,( NYTP ) X 58 ( 1 mi E on NY 5 / US,I-90,empty,,False,,False
Irving ( 14081 ) Native ( Pride 2 mi Travel N of I-86 Center Exit 52 A ),716-934-5130 I-90 ( ),24 L S O,Irving,14081,Native ( Pride 2 mi Travel N of I-86 Center Exit 52 A ),716-934-5130,I-90 ( ),2015,Irving,NY,,( ),I-90,empty,52,False,,False
Irving ( 14081 ) Native Pride Travel Plaza,716-934-5130 I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),) 24 M <U+2610> <U+2610>,Irving,14081,Native Pride Travel Plaza,716-934-5130,I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),2016,Irving,NY,,( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),I-90,empty,,False,,False
"Irving , 14081 Seneca One Stop",716-934-9524 I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),S D,Irving,14081,Seneca One Stop,716-934-9524,I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),2006,Irving,NY,,( 1 mi W on NY 5 / US 20 ),I-90 Exit 58 ,Exit,58,False,,False
"Irving , 14081 Seneca One Stop",716-934-9524 I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),) HRS 24 S,Irving,14081,Seneca One Stop,716-934-9524,I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),2007,Irving,NY,,( 1 mi W on NY 5 / US 20 ),I-90 Exit 58 ,Exit,58,False,,False
"Irving , 14081 Seneca One Stop",716-934-9524 I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),MRS 24 S <U+25A1> <U+25A1> <U+2610> <U+2610>,Irving,14081,Seneca One Stop,716-934-9524,I-90 Exit 58 ( 1 mi W on NY 5 / US 20 ),2008,Irving,NY,,( 1 mi W on NY 5 / US 20 ),I-90 Exit 58 ,Exit,58,False,,False
Irving ( 14081 ) Seneca One Stop,716-934-9524 I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US,US 20 ) 24 S,Irving,14081,Seneca One Stop,716-934-9524,I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US,2014,Irving,NY,,( NYTP ) X 58 ( 1 mi E on NY 5 / US,I-90,empty,,False,,False
Irving ( 14081 ) Seneca One Stop X 58 ( 1 mi E on NY 5 / US 20,716-934-9524 I-90 ( NYTP ) X 58 ( 1,20 ) 24 S <U+25A1> 1,Irving,14081,Seneca One Stop X 58 ( 1 mi E on NY 5 / US 20,716-934-9524,I-90 ( NYTP ) X 58 ( 1,2015,Irving,NY,,( NYTP ) X 58 ( 1,I-90,empty,58,False,,False
Irving ( 14081 ) Seneca One Stop,716-934-9524 I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),) ) 24 S,Irving,14081,Seneca One Stop,716-934-9524,I-90 ( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),2016,Irving,NY,,( NYTP ) X 58 ( 1 mi E on NY 5 / US 20 ),I-90,empty,,False,,False
"D Lockport , 14094 Hi - Quality Petroleum",716-625-9315 6472 NY 78 S & Rapids Rd,<U+2610> L,Lockport,14094,Hi - Quality Petroleum,716-625-9315,6472 NY 78 S & Rapids Rd,2006,Lockport,NY,,,6472 NY 78 S & Rapids Rd,Proper,,False,,False
"Lockport , 14094 Hi - Quality Petroleum",716-625-9315 6472 NY 78 S & Rapids Rd,,Lockport,14094,Hi - Quality Petroleum,716-625-9315,6472 NY 78 S & Rapids Rd,2007,Lockport,NY,,,6472 NY 78 S & Rapids Rd,Proper,,False,,False
"Lockport , 14094 Hi - Quality Petroleum",716-625-9315 6472 NY 78 S & Rapids Rd,,Lockport,14094,Hi - Quality Petroleum,716-625-9315,6472 NY 78 S & Rapids Rd,2008,Lockport,NY,,,6472 NY 78 S & Rapids Rd,Proper,,False,,False
D Lockport ( 14094 ) Hi - Quality Petroleum,716-625-9315 6472 NY 78 S & NY 12,D <U+25A1> <U+25A1>,Lockport,14094,Hi - Quality Petroleum,716-625-9315,6472 NY 78 S & NY 12,2014,Lockport,NY,,,6472 NY 78 S & NY 12,Proper,,False,,False
Lockport ( 14094 ) Hi - Quality Petroleum,716-625-9315 6472 NY 78 S & NY 12,<U+25A1>,Lockport,14094,Hi - Quality Petroleum,716-625-9315,6472 NY 78 S & NY 12,2015,Lockport,NY,,,6472 NY 78 S & NY 12,Proper,,False,,False
D Lockport ( 14094 ) Hi - Quality Petroleum,3 716-625-9315 6472 NY 78 S & NY 12,<U+2610> <U+2610>,Lockport,14094,Hi - Quality Petroleum,716-625-9315,6472 NY 78 S & NY 12,2016,Lockport,NY,,,6472 NY 78 S & NY 12,Proper,,False,,False
"Buffalo / Cheektowaga , 14225 Jim's Truck Plaza ( Sunoco",716-683-9931 I-90 Exit 52 E ),00,Buffalo / Cheektowaga,14225,Jim's Truck Plaza ( Sunoco,716-683-9931,I-90 Exit 52 E ),2006,Buffalo,NY,Sunoco,,I-90 Exit 52 E ,Exit,52,False,,False
Buffalo / Cheektowaga Jim's Truck Plaza ( Sunoco ),716-683-9931 I-90 ( NYTP ) Exit 52 E,,,14225,,716-683-9931,I-90 ( NYTP ) Exit 52 E,2007,Buffalo,NY,,( NYTP ) Exit 52 E,I-90,empty,,False,,False
"Buffalo / Cheektowaga , 14225 Jim's Truck Plaza ( Sunoco )",716-683-9931 I-90 ( NYTP ) Exit 52 E,HRS MORS 24 LO 24,Buffalo / Cheektowaga,14225,Jim's Truck Plaza ( Sunoco ),716-683-9931,I-90 ( NYTP ) Exit 52 E,2008,Buffalo,NY,Sunoco,( NYTP ) Exit 52 E,I-90,empty,,False,,False
Buffalo / Cheektowaga ( 14225 ) Jim's Truck Plaza ( Sunoco ),716-683-9931 I-90 ( NYTP ) Exit 52 E,24 L 24,Buffalo / Cheektowaga,14225,Jim's Truck Plaza ( Sunoco ),716-683-9931,I-90 ( NYTP ) Exit 52 E,2014,Buffalo,NY,Sunoco,( NYTP ) Exit 52 E,I-90,empty,,False,,False
D Buffalo / Cheektowaga ( 14225 ) Jim's Truck Plaza ( Sunoco ),716-683-9931 I-90 ( NYTP ) Exit 52 E AMCREST,24 24 22 <U+2610>,Buffalo / Cheektowaga,14225,Jim's Truck Plaza ( Sunoco ),716-683-9931,I-90 ( NYTP ) Exit 52 E AMCREST,2015,Buffalo,NY,Sunoco,( NYTP ) Exit 52 E AMCREST,I-90,empty,,False,,False
D Buffalo / Cheektowaga ( 14225 ) Jim's Truck Plaza ( Sunoco ),716-683-9931 I-90 ( NYTP ) Exit 52 E,24 LO 123 24,Buffalo / Cheektowaga,14225,Jim's Truck Plaza ( Sunoco ),716-683-9931,I-90 ( NYTP ) Exit 52 E,2016,Buffalo,NY,Sunoco,( NYTP ) Exit 52 E,I-90,empty,,False,,False
"Niagara Falls , 14301 Star Food Mart","716-285-0358 465 Main St ( end NY 104 , nr",Brg ),Niagara Falls,14301,Star Food Mart,716-285-0358,"465 Main St ( end NY 104 , nr",2006,Niagara Falls,NY,,"( end NY 104 , nr",465 Main St,Proper,,False,,False
"Niagara Falls , 14301 Star Food Mart","716-285-0358 465 Main St ( end NY 104 , nr Rainbow Brg )",) O,Niagara Falls,14301,Star Food Mart,716-285-0358,"465 Main St ( end NY 104 , nr Rainbow Brg )",2007,Niagara Falls,NY,,"( end NY 104 , nr Rainbow Brg )",465 Main St,Proper,,False,,False
"Niagara Falls , 14301 Star Food Mart","716-285-0358 465 Main St ( end NY 104 , nr Rainbow Brg )",) HRS <U+2610> <U+2610> 00 <U+2610> <U+2610>,Niagara Falls,14301,Star Food Mart,716-285-0358,"465 Main St ( end NY 104 , nr Rainbow Brg )",2008,Niagara Falls,NY,,"( end NY 104 , nr Rainbow Brg )",465 Main St,Proper,,False,,False
D Niagara Falls ( 14301 ) Star Food Mart,"2 716-285-0358 465 Main St ( end NY 104 , nr Rainbow",Brdg ) <U+2610> <U+25A1>,Niagara Falls,14301,Star Food Mart,716-285-0358,"465 Main St ( end NY 104 , nr Rainbow",2014,Niagara Falls,NY,,"( end NY 104 , nr Rainbow",465 Main St,Proper,,False,,False
D Niagara Falls ( 14301 ) Star Food Mart,"716-285-0358 465 Main St ( end NY 104 , nr Rainbow Bridge",) <U+25A1> <U+2610> <U+2610>,Niagara Falls,14301,Star Food Mart,716-285-0358,"465 Main St ( end NY 104 , nr Rainbow Bridge",2015,Niagara Falls,NY,,"( end NY 104 , nr Rainbow Bridge",465 Main St,Proper,,False,,False
Niagara Falls ( 14301 ) Star Food Mart,"716-285-0358 465 Main St ( end NY 104 , nr Rainbow Bridge )",) <U+2610> <U+2610> <U+25A1>,Niagara Falls,14301,Star Food Mart,716-285-0358,"465 Main St ( end NY 104 , nr Rainbow Bridge )",2016,Niagara Falls,NY,,"( end NY 104 , nr Rainbow Bridge )",465 Main St,Proper,,False,,False
"Avon , 14414 Sugarcreek ( Mobil ) )",585-226-2370 I-390 Exit 10 ( US 20 ),000,Avon,14414,Sugarcreek ( Mobil ) ),585-226-2370,I-390 Exit 10 ( US 20 ),2006,Avon,NY,Mobil,( US 20 ),I-390 Exit 10 ,Exit,10,False,,False
"Avon , 14414 Sugarcreek",585-226-2370 I-390 Exit 10 ( US 20 ),S,Avon,14414,Sugarcreek,585-226-2370,I-390 Exit 10 ( US 20 ),2007,Avon,NY,,( US 20 ),I-390 Exit 10 ,Exit,10,False,,False
"Avon , 14414 Sugarcreek",3 585-226-2370 I-390 Exit 10 ( US 20 ),<U+2610> S <U+2610> <U+2610>,Avon,14414,Sugarcreek,585-226-2370,I-390 Exit 10 ( US 20 ),2008,Avon,NY,,( US 20 ),I-390 Exit 10 ,Exit,10,False,,False
Avon ( 14414 ) Finger Lakes Express,585-226-2370 I-390 Exit 10 ( US 20 ),<U+25A1> S,Avon,14414,Finger Lakes Express,585-226-2370,I-390 Exit 10 ( US 20 ),2014,Avon,NY,,( US 20 ),I-390 Exit 10 ,Exit,10,False,,False
Avon ( 14414 ) Quick Lees ),585-226-2370 I-390 Exit 10 ( US 20 ),S,Avon,14414,Quick Lees ),585-226-2370,I-390 Exit 10 ( US 20 ),2015,Avon,NY,,( US 20 ),I-390 Exit 10 ,Exit,10,False,,False
Avon ( 14414 ) Quick Lees 39 ( 1/2 mi S of US 20 ),585-226-2370 I-390 Exit 10 ( US 20 ),S D,Avon,14414,Quick Lees 39 ( 1/2 mi S of US 20 ),585-226-2370,I-390 Exit 10 ( US 20 ),2016,Avon,NY,,( US 20 ),I-390 Exit 10 ,Exit,10,False,,False
"Avon , 14414 Avon Gas Way (",585-226-3388 NY 39 Citgo ),<U+2610> 00,Avon,14414,Avon Gas Way (,585-226-3388,NY 39 Citgo ),2006,Avon,NY,,,NY 39 Citgo ,empty,,False,,False
"Avon , 14414 Avon Gas Way (",585-226-3388 338 NY 39 ( 1/2 mi Citgo S of ) US 20 ),#,Avon,14414,Avon Gas Way (,585-226-3388,338 NY 39 ( 1/2 mi Citgo S of ) US 20 ),2007,Avon,NY,,( 1/2 mi Citgo S of ) US 20 ),338 NY 39,Proper,,False,,False
"Avon , 14414 Avon Gas Way ( Citgo",3 585-226-3388 338 NY 39 ( 1/2 mi S of ) US 20 ),<U+2610> <U+2610>,Avon,14414,Avon Gas Way ( Citgo,585-226-3388,338 NY 39 ( 1/2 mi S of ) US 20 ),2008,Avon,NY,Citgo,( 1/2 mi S of ) US 20 ),338 NY 39,Proper,,False,,False
Avon ( 14414 ) Avon Gas Way ( Valero ),585-226-3388 338 NY 39 ( 1/2 mi S of US 20 ),<U+2610> <U+2610>,Avon,14414,Avon Gas Way ( Valero ),585-226-3388,338 NY 39 ( 1/2 mi S of US 20 ),2014,Avon,NY,Valero,( 1/2 mi S of US 20 ),338 NY 39,Proper,,False,,False
Avon ( 14414 ) Avon Gas Way ( Valero ),585-226-3388 338 NY 39 ( 1/2 mi S of,"<U+2610> 0 0 """,Avon,14414,Avon Gas Way ( Valero ),585-226-3388,338 NY 39 ( 1/2 mi S of,2015,Avon,NY,Valero,( 1/2 mi S of,338 NY 39,Proper,,False,,False
Avon ( 14414 ) Avon Gas Way ) MM ( Valero 6 NB ),585-226-3388 338 NY 39 ( 1/2 mi S of US 20 ),<U+2610><U+2610> <U+2610> D,Avon,14414,Avon Gas Way ) MM ( Valero 6 NB ),585-226-3388,338 NY 39 ( 1/2 mi S of US 20 ),2016,Avon,NY,Valero,( 1/2 mi S of US 20 ),338 NY 39,Proper,,False,,False
"Leroy , 14416 490 Truck Stop ( Coastal )",585-768-8120 I-90 ( NYTP ) Exit 47 ( NY 19 ),24 M <U+2610> <U+25A1>,Leroy,14416,490 Truck Stop ( Coastal ),585-768-8120,I-90 ( NYTP ) Exit 47 ( NY 19 ),2006,Bergen,NY,,( NYTP ) Exit 47 ( NY 19 ),I-90,empty,,False,,False
"Leroy , 14416 490 Truck Stop ( Coastal )",585-768-8120 I-90 ( NYTP ) Exit 47 ( NY 19 ),,Leroy,14416,490 Truck Stop ( Coastal ),585-768-8120,I-90 ( NYTP ) Exit 47 ( NY 19 ),2007,Bergen,NY,,( NYTP ) Exit 47 ( NY 19 ),I-90,empty,,False,,False
"Leroy , 14416 490 Truck Stop ( Coastal )",31585-768-8120 I-90 ( NYTP ) Exit 47 ( NY 19 ),S,Leroy,14416,490 Truck Stop ( Coastal ),585-768-8120,I-90 ( NYTP ) Exit 47 ( NY 19 ),2008,Bergen,NY,,( NYTP ) Exit 47 ( NY 19 ),I-90,empty,,False,,False
D Leroy ( 14416 ) 490 Truck Stop ( Coastal ),585-768-8120 I-90 ( NYTP ) Exit 47 ( NY 19 ),<U+2610> SO,Leroy,14416,490 Truck Stop ( Coastal ),585-768-8120,I-90 ( NYTP ) Exit 47 ( NY 19 ),2014,Bergen,NY,,( NYTP ) Exit 47 ( NY 19 ),I-90,empty,,False,,False
Leroy ( 14416 ) 490 Truck Stop ( Coastal ),585-768-8120 I-90 ( NYTP ) Exit,SO <U+2610>,Leroy,14416,490 Truck Stop ( Coastal ),585-768-8120,I-90 ( NYTP ) Exit,2015,Bergen,NY,,( NYTP ) Exit,I-90,empty,,False,,False
D Leroy ( 14416 ) 490 Truck Stop ( Coastal ),3 585-768-8120 I-90 ( NYTP ) Exit 47 ( NY 19 ),<U+25A1> S <U+2610> <U+2610>,Leroy,14416,490 Truck Stop ( Coastal ),585-768-8120,I-90 ( NYTP ) Exit 47 ( NY 19 ),2016,Bergen,NY,,( NYTP ) Exit 47 ( NY 19 ),I-90,empty,,False,,False
"Farmington , 14425 Wilson Farms # 142 ( Mobil )",585-924-4569 I-90 Exit 44 ( 1283 NY 332 ),) 24 HRS MO,Farmington,14425,Wilson Farms # 142 ( Mobil ),585-924-4569,I-90 Exit 44 ( 1283 NY 332 ),2006,Farmington,NY,Mobil,( 1283 NY 332 ),I-90 Exit 44 ,Exit,44,False,,False
"Farmington , 14425 Wilson Farms # 142 ( Mobil )",585-924-4569 I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),<U+2610>,Farmington,14425,Wilson Farms # 142 ( Mobil ),585-924-4569,I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),2007,Farmington,NY,Mobil,( NYTP ) Exit 44 ( 1283 NY 332 ),I-90,empty,,False,,False
", 14425 Wilson Farms # 142 ( Mobil )",DFarmington 41585-924-4569 I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),<U+2610> <U+2610> <U+2610>,,14425,Wilson Farms # 142 ( Mobil ),585-924-4569,I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),2008,Farmington,NY,Mobil,( NYTP ) Exit 44 ( 1283 NY 332 ),I-90,empty,,False,,False
D Farmington ( 14425 ) 7-11 # 35080,4 585-924-4569 I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),24 <U+2610> <U+25A1>,Farmington,14425,7-11 # 35080,585-924-4569,I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),2014,Farmington,NY,,( NYTP ) Exit 44 ( 1283 NY 332 ),I-90,empty,,False,,False
D Farmington ( 14425 ) 7 - Eleven # 35080,585-924-4569 I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),24 D,Farmington,14425,7 - Eleven # 35080,585-924-4569,I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),2015,Farmington,NY,Eleven,( NYTP ) Exit 44 ( 1283 NY 332 ),I-90,empty,,False,,False
D Farmington ( 14425 ) 7 - Eleven # 35080,585-924-4569 I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),24 <U+25A1>,Farmington,14425,7 - Eleven # 35080,585-924-4569,I-90 ( NYTP ) Exit 44 ( 1283 NY 332 ),2016,Farmington,NY,Eleven,( NYTP ) Exit 44 ( 1283 NY 332 ),I-90,empty,,False,,False
"Dansville , 14437 TravelCenters of America ( Mobil )",585-335-6023 I-390 Exit 5. ( Commerce Dr ) TA,24 24 HRS M 00 <U+2610>,Dansville,14437,TravelCenters of America ( Mobil ),585-335-6023,I-390 Exit 5. ( Commerce Dr ) TA,2006,Dansville,NY,TravelCenters,( Commerce Dr ) TA,I-390 Exit 5. ,Exit,5,False,,False
"Dansville , 14437 TravelCenters of America ( Mobil )",585-335-6023 I-390 Exit 5 ( Commerce Dr ) TA,24 L,Dansville,14437,TravelCenters of America ( Mobil ),585-335-6023,I-390 Exit 5 ( Commerce Dr ) TA,2007,Dansville,NY,TravelCenters,( Commerce Dr ) TA,I-390 Exit 5 ,Exit,5,False,,False
"Dansville , 14437 TravelCenters of America ( Mobil )",585-335-6023 I-390 Exit 5 ( Commerce Dr ) TA,24 L 24,Dansville,14437,TravelCenters of America ( Mobil ),585-335-6023,I-390 Exit 5 ( Commerce Dr ) TA,2008,Dansville,NY,TravelCenters,( Commerce Dr ) TA,I-390 Exit 5 ,Exit,5,False,,False
Dansville ( 14437 ) TA Dansville # 208 ( Valero ),585-335-6023 I-390 Exit 5 ( Commerce Dr ),A 24 100 24,Dansville,14437,TA Dansville # 208 ( Valero ),585-335-6023,I-390 Exit 5 ( Commerce Dr ),2014,Dansville,NY,Valero,( Commerce Dr ),I-390 Exit 5 ,Exit,5,False,,False
E Dansville ( 14437 ) TA Dansville # 208 ( Valero ),585-335-6023 I-390 Exit 5 ( Commerce Dr ) A,A 24 LO 24 12 <U+2610>,Dansville,14437,TA Dansville # 208 ( Valero ),585-335-6023,I-390 Exit 5 ( Commerce Dr ) A,2015,Dansville,NY,Valero,( Commerce Dr ) A,I-390 Exit 5 ,Exit,5,False,,False
Dansville ( 14437 ) TA Dansville # 208 ( Valero ),585-335-6023 I-390 Exit 5 ( Commerce Dr ),24 LO 24,Dansville,14437,TA Dansville # 208 ( Valero ),585-335-6023,I-390 Exit 5 ( Commerce Dr ),2016,Dansville,NY,Valero,( Commerce Dr ),I-390 Exit 5 ,Exit,5,False,,False
"Geneva , 14456 The Express Mart ( Mobil )",315-789-0788 825 US 20 W,24 24 XL M,Geneva,14456,The Express Mart ( Mobil ),315-789-0788,825 US 20 W,2006,Geneva,NY,Mobil,,825 US 20 W,Proper,,False,,False
"Geneva , 14456 The Express Mart ( Mobil )",315-789-0788 825 US 20 W,24 HRS S,Geneva,14456,The Express Mart ( Mobil ),315-789-0788,825 US 20 W,2007,Geneva,NY,Mobil,,825 US 20 W,Proper,,False,,False
"Geneva , 14456 The Express Mart ( Mobil )",41315-789-0788 825 US 20 W,HAS 24 S,Geneva,14456,The Express Mart ( Mobil ),315-789-0788,825 US 20 W,2008,Geneva,NY,Mobil,,825 US 20 W,Proper,,False,,False
D Geneva ( 14456 ) The Express Mart ( Sunoco ),315-789-0788 825 US 20 W,24 S <U+2610>,Geneva,14456,The Express Mart ( Sunoco ),315-789-0788,825 US 20 W,2014,Geneva,NY,Sunoco,,825 US 20 W,Proper,,False,,False
D Geneva ( 14456 ) The Express Mart ( Sunoco ),315-789-0788 825 US 20 W,24 24 S 0,Geneva,14456,The Express Mart ( Sunoco ),315-789-0788,825 US 20 W,2015,Geneva,NY,Sunoco,,825 US 20 W,Proper,,False,,False
D Geneva ( 14456 ) The Express Mart ( Sunoco ),4 315-789-0788 825 US 20 W,24 S,Geneva,14456,The Express Mart ( Sunoco ),315-789-0788,825 US 20 W,2016,Geneva,NY,Sunoco,,825 US 20 W,Proper,,False,,False
"Henrietta , 14467 Western Truck Stop ( Citgo )",585-334-7510 I-90 Exit 46 / I-390 Exit 12 ( NY 253 W ),24 S S,Henrietta,14467,Western Truck Stop ( Citgo ),585-334-7510,I-90 Exit 46 / I-390 Exit 12 ( NY 253 W ),2006,Henrietta,NY,Citgo,( NY 253 W ),I-90 Exit 46 / I-390 Exit 12 ,Exit,46,False,,False
"Henrietta , 14467 Western Truck Stop ( Citgo )",585-334-7510 I-90 Exit 46 / I-390 Exit 12 ( NY 253 W ),) 24 HRS,Henrietta,14467,Western Truck Stop ( Citgo ),585-334-7510,I-90 Exit 46 / I-390 Exit 12 ( NY 253 W ),2007,Henrietta,NY,Citgo,( NY 253 W ),I-90 Exit 46 / I-390 Exit 12 ,Exit,46,False,,False
